id,food_code,component,unity,value
597,BRC0270B,Zinco,mg,0.13
598,BRC0270B,Cobre,mg,0.07
599,BRC0270B,Selênio,mcg,0.91
600,BRC0270B,Vitamina A (RE),mcg,296.00
601,BRC0270B,Vitamina A (RAE),mcg,148.00
602,BRC0270B,Vitamina D,mcg,0.00
603,BRC0270B,Alfa-tocoferol (Vitamina E),mg,1.40
604,BRC0270B,Tiamina,mg,0.03
605,BRC0270B,Riboflavina,mg,0.01
606,BRC0270B,Niacina,mg,0.01
607,BRC0270B,Vitamina B6,mg,0.06
608,BRC0270B,Vitamina B12,mcg,0.00
609,BRC0270B,Vitamina C,mg,10.30
610,BRC0270B,Equivalente de folato,mcg,9.60
611,BRC0270B,Sal de adição,g,0.00
612,BRC0270B,Açúcar de adição,g,0.00
613,BRC0270B,Gordura de adição,g,0.00
614,BRC0270B,Proteína vegetal,g,0.00
615,BRC0270B,Proteína animal,g,0.00
616,BRC0269B,Energia,kJ,135.00
617,BRC0269B,Energia,kcal,33.00
618,BRC0269B,Umidade,g,91.40
619,BRC0269B,Carboidrato total,g,5.00
620,BRC0269B,Carboidrato disponível,g,2.42
621,BRC0269B,Proteína,g,1.42
622,BRC0269B,Lipídios,g,1.34
623,BRC0269B,Fibra alimentar,g,2.58
624,BRC0269B,Álcool,g,0.00
625,BRC0269B,Cinzas,g,0.82
626,BRC0269B,Colesterol,mg,0.00
627,BRC0269B,Ácidos graxos saturados,g,0.22
628,BRC0269B,Ácidos graxos monoinsaturados,g,0.30
629,BRC0269B,Ácidos graxos poliinsaturados,g,0.73
630,BRC0269B,Ácidos graxos trans,g,0.00
631,BRC0269B,Cálcio,mg,10.50
632,BRC0269B,Ferro,mg,0.22
633,BRC0269B,Sódio,mg,93.10
634,BRC0269B,Magnésio,mg,5.83
635,BRC0269B,Fósforo,mg,16.20
636,BRC0269B,Potássio,mg,134.00
637,BRC0269B,Manganês,mg,0.13
638,BRC0269B,Zinco,mg,0.13
639,BRC0269B,Cobre,mg,0.08
640,BRC0269B,Selênio,mcg,0.92
641,BRC0269B,Vitamina A (RE),mcg,297.00
642,BRC0269B,Vitamina A (RAE),mcg,148.00
643,BRC0269B,Vitamina D,mcg,0.00
644,BRC0269B,Alfa-tocoferol (Vitamina E),mg,1.41
645,BRC0269B,Tiamina,mg,0.03
646,BRC0269B,Riboflavina,mg,0.01
647,BRC0269B,Niacina,mg,0.02
648,BRC0269B,Vitamina B6,mg,0.06
649,BRC0269B,Vitamina B12,mcg,0.00
650,BRC0269B,Vitamina C,mg,10.30
651,BRC0269B,Equivalente de folato,mcg,9.85
652,BRC0269B,Sal de adição,g,0.47
653,BRC0269B,Açúcar de adição,g,0.00
654,BRC0269B,Gordura de adição,g,0.00
655,BRC0269B,Proteína vegetal,g,0.00
656,BRC0269B,Proteína animal,g,0.00
657,BRC0355B,Energia,kJ,107.00
658,BRC0355B,Energia,kcal,26.00
659,BRC0355B,Umidade,g,91.00
660,BRC0355B,Carboidrato total,g,5.92
661,BRC0355B,Carboidrato disponível,g,2.33
662,BRC0355B,Proteína,g,1.80
663,BRC0355B,Lipídios,g,0.21
664,BRC0355B,Fibra alimentar,g,3.59
665,BRC0355B,Álcool,g,0.00
666,BRC0355B,Cinzas,g,1.06
667,BRC0355B,Colesterol,mg,0.00
668,BRC0355B,Ácidos graxos saturados,g,0.05
669,BRC0355B,Ácidos graxos monoinsaturados,g,0.03
670,BRC0355B,Ácidos graxos poliinsaturados,g,0.02
671,BRC0355B,Ácidos graxos trans,g,0.00
672,BRC0355B,Cálcio,mg,5.00
673,BRC0355B,Ferro,mg,0.00
674,BRC0355B,Sódio,mg,127.00
675,BRC0355B,Magnésio,mg,2.99
676,BRC0355B,Fósforo,mg,12.80
677,BRC0355B,Potássio,mg,201.00
678,BRC0355B,Manganês,mg,0.02
679,BRC0355B,Zinco,mg,0.11
680,BRC0355B,Cobre,mg,0.08
681,BRC0355B,Selênio,mcg,1.78
682,BRC0355B,Vitamina A (RE),mcg,513.00
683,BRC0355B,Vitamina A (RAE),mcg,256.00
684,BRC0355B,Vitamina D,mcg,0.00
685,BRC0355B,Alfa-tocoferol (Vitamina E),mg,2.23
686,BRC0355B,Tiamina,mg,0.00
687,BRC0355B,Riboflavina,mg,0.00
688,BRC0355B,Niacina,mg,0.00
689,BRC0355B,Vitamina B6,mg,0.09
690,BRC0355B,Vitamina B12,mcg,0.00
691,BRC0355B,Vitamina C,mg,12.50
692,BRC0355B,Equivalente de folato,mcg,11.60
693,BRC0355B,Sal de adição,g,0.32
694,BRC0355B,Açúcar de adição,g,0.00
695,BRC0355B,Gordura de adição,g,0.00
696,BRC0355B,Proteína vegetal,g,1.80
697,BRC0355B,Proteína animal,g,0.00
698,BRC0354B,Energia,kJ,99.00
699,BRC0354B,Energia,kcal,24.00
700,BRC0354B,Umidade,g,91.90
701,BRC0354B,Carboidrato total,g,5.49
702,BRC0354B,Carboidrato disponível,g,2.16
703,BRC0354B,Proteína,g,1.68
704,BRC0354B,Lipídios,g,0.20
705,BRC0354B,Fibra alimentar,g,3.33
706,BRC0354B,Álcool,g,0.00
707,BRC0354B,Cinzas,g,0.69
708,BRC0354B,Colesterol,mg,0.00
709,BRC0354B,Ácidos graxos saturados,g,0.05
710,BRC0354B,Ácidos graxos monoinsaturados,g,0.03
711,BRC0354B,Ácidos graxos poliinsaturados,g,0.02
712,BRC0354B,Ácidos graxos trans,g,0.00
713,BRC0354B,Cálcio,mg,4.58
714,BRC0354B,Ferro,mg,0.00
715,BRC0354B,Sódio,mg,0.00
716,BRC0354B,Magnésio,mg,2.78
717,BRC0354B,Fósforo,mg,11.90
718,BRC0354B,Potássio,mg,186.00
719,BRC0354B,Manganês,mg,0.02
720,BRC0354B,Zinco,mg,0.11
721,BRC0354B,Cobre,mg,0.08
722,BRC0354B,Selênio,mcg,1.65
723,BRC0354B,Vitamina A (RE),mcg,477.00
724,BRC0354B,Vitamina A (RAE),mcg,238.00
725,BRC0354B,Vitamina D,mcg,0.00
726,BRC0354B,Alfa-tocoferol (Vitamina E),mg,2.07
727,BRC0354B,Tiamina,mg,0.00
728,BRC0354B,Riboflavina,mg,0.00
729,BRC0354B,Niacina,mg,0.00
730,BRC0354B,Vitamina B6,mg,0.08
731,BRC0354B,Vitamina B12,mcg,0.00
732,BRC0354B,Vitamina C,mg,11.60
733,BRC0354B,Equivalente de folato,mcg,10.80
734,BRC0354B,Sal de adição,g,0.00
735,BRC0354B,Açúcar de adição,g,0.00
736,BRC0354B,Gordura de adição,g,0.00
737,BRC0354B,Proteína vegetal,g,1.68
738,BRC0354B,Proteína animal,g,0.00
739,BRC0226B,Energia,kJ,158.00
740,BRC0226B,Energia,kcal,38.00
741,BRC0226B,Umidade,g,91.60
742,BRC0226B,Carboidrato total,g,3.89
743,BRC0226B,Carboidrato disponível,g,1.53
744,BRC0226B,Proteína,g,1.18
745,BRC0226B,Lipídios,g,2.52
746,BRC0226B,Fibra alimentar,g,2.36
747,BRC0226B,Álcool,g,0.00
748,BRC0226B,Cinzas,g,0.81
749,BRC0226B,Colesterol,mg,0.00
750,BRC0226B,Ácidos graxos saturados,g,0.39
751,BRC0226B,Ácidos graxos monoinsaturados,g,0.58
752,BRC0226B,Ácidos graxos poliinsaturados,g,1.44
753,BRC0226B,Ácidos graxos trans,g,0.01
754,BRC0226B,Cálcio,mg,3.15
755,BRC0226B,Ferro,mg,0.00
756,BRC0226B,Sódio,mg,127.00
757,BRC0226B,Magnésio,mg,1.18
758,BRC0226B,Fósforo,mg,7.55
759,BRC0226B,Potássio,mg,66.20
760,BRC0226B,Manganês,mg,0.01
761,BRC0226B,Zinco,mg,0.06
762,BRC0226B,Cobre,mg,0.06
763,BRC0226B,Selênio,mcg,1.05
764,BRC0226B,Vitamina A (RE),mcg,334.00
765,BRC0226B,Vitamina A (RAE),mcg,167.00
766,BRC0226B,Vitamina D,mcg,0.00
767,BRC0226B,Alfa-tocoferol (Vitamina E),mg,1.75
768,BRC0226B,Tiamina,mg,0.00
769,BRC0226B,Riboflavina,mg,0.00
770,BRC0226B,Niacina,mg,0.00
771,BRC0226B,Vitamina B6,mg,0.04
772,BRC0226B,Vitamina B12,mcg,0.00
773,BRC0226B,Vitamina C,mg,6.65
774,BRC0226B,Equivalente de folato,mcg,5.45
775,BRC0226B,Sal de adição,g,0.32
776,BRC0226B,Açúcar de adição,g,0.00
777,BRC0226B,Gordura de adição,g,0.00
778,BRC0226B,Proteína vegetal,g,0.00
779,BRC0226B,Proteína animal,g,0.00
780,BRC0225B,Energia,kJ,159.00
781,BRC0225B,Energia,kcal,38.00
782,BRC0225B,Umidade,g,91.90
783,BRC0225B,Carboidrato total,g,3.90
784,BRC0225B,Carboidrato disponível,g,1.53
785,BRC0225B,Proteína,g,1.19
786,BRC0225B,Lipídios,g,2.53
787,BRC0225B,Fibra alimentar,g,2.36
788,BRC0225B,Álcool,g,0.00
789,BRC0225B,Cinzas,g,0.49
790,BRC0225B,Colesterol,mg,0.00
791,BRC0225B,Ácidos graxos saturados,g,0.39
792,BRC0225B,Ácidos graxos monoinsaturados,g,0.58
793,BRC0225B,Ácidos graxos poliinsaturados,g,1.45
794,BRC0225B,Ácidos graxos trans,g,0.00
795,BRC0225B,Cálcio,mg,3.08
796,BRC0225B,Ferro,mg,0.00
797,BRC0225B,Sódio,mg,0.00
798,BRC0225B,Magnésio,mg,1.18
799,BRC0225B,Fósforo,mg,7.58
800,BRC0225B,Potássio,mg,66.40
801,BRC0225B,Manganês,mg,0.01
802,BRC0225B,Zinco,mg,0.06
803,BRC0225B,Cobre,mg,0.06
804,BRC0225B,Selênio,mcg,1.05
805,BRC0225B,Vitamina A (RE),mcg,335.00
806,BRC0225B,Vitamina A (RAE),mcg,167.00
807,BRC0225B,Vitamina D,mcg,0.00
808,BRC0225B,Alfa-tocoferol (Vitamina E),mg,1.76
809,BRC0225B,Tiamina,mg,0.00
810,BRC0225B,Riboflavina,mg,0.00
811,BRC0225B,Niacina,mg,0.00
812,BRC0225B,Vitamina B6,mg,0.04
813,BRC0225B,Vitamina B12,mcg,0.00
814,BRC0225B,Vitamina C,mg,6.67
815,BRC0225B,Equivalente de folato,mcg,5.47
816,BRC0225B,Sal de adição,g,0.00
817,BRC0225B,Açúcar de adição,g,0.00
818,BRC0225B,Gordura de adição,g,0.00
819,BRC0225B,Proteína vegetal,g,0.00
820,BRC0225B,Proteína animal,g,0.00
821,BRC0166B,Energia,kJ,72.00
822,BRC0166B,Energia,kcal,17.00
823,BRC0166B,Umidade,g,93.80
824,BRC0166B,Carboidrato total,g,3.98
825,BRC0166B,Carboidrato disponível,g,1.57
826,BRC0166B,Proteína,g,1.21
827,BRC0166B,Lipídios,g,0.14
828,BRC0166B,Fibra alimentar,g,2.41
829,BRC0166B,Álcool,g,0.00
830,BRC0166B,Cinzas,g,0.82
831,BRC0166B,Colesterol,mg,0.00
832,BRC0166B,Ácidos graxos saturados,g,0.03
833,BRC0166B,Ácidos graxos monoinsaturados,g,0.02
834,BRC0166B,Ácidos graxos poliinsaturados,g,0.01
835,BRC0166B,Ácidos graxos trans,g,0.00
836,BRC0166B,Cálcio,mg,3.22
837,BRC0166B,Ferro,mg,0.00
838,BRC0166B,Sódio,mg,127.00
839,BRC0166B,Magnésio,mg,1.21
840,BRC0166B,Fósforo,mg,7.74
841,BRC0166B,Potássio,mg,67.90
842,BRC0166B,Manganês,mg,0.01
843,BRC0166B,Zinco,mg,0.06
844,BRC0166B,Cobre,mg,0.05
845,BRC0166B,Selênio,mcg,1.08
846,BRC0166B,Vitamina A (RE),mcg,342.00
847,BRC0166B,Vitamina A (RAE),mcg,171.00
848,BRC0166B,Vitamina D,mcg,0.00
849,BRC0166B,Alfa-tocoferol (Vitamina E),mg,1.50
850,BRC0166B,Tiamina,mg,0.00
851,BRC0166B,Riboflavina,mg,0.00
852,BRC0166B,Niacina,mg,0.00
853,BRC0166B,Vitamina B6,mg,0.05
854,BRC0166B,Vitamina B12,mcg,0.00
855,BRC0166B,Vitamina C,mg,6.81
856,BRC0166B,Equivalente de folato,mcg,5.59
857,BRC0166B,Sal de adição,g,0.32
858,BRC0166B,Açúcar de adição,g,0.00
859,BRC0166B,Gordura de adição,g,0.00
860,BRC0166B,Proteína vegetal,g,0.00
861,BRC0166B,Proteína animal,g,0.00
862,BRC0165B,Energia,kJ,72.00
863,BRC0165B,Energia,kcal,17.00
864,BRC0165B,Umidade,g,94.10
865,BRC0165B,Carboidrato total,g,3.99
866,BRC0165B,Carboidrato disponível,g,1.57
867,BRC0165B,Proteína,g,1.22
868,BRC0165B,Lipídios,g,0.14
869,BRC0165B,Fibra alimentar,g,2.42
870,BRC0165B,Álcool,g,0.00
871,BRC0165B,Cinzas,g,0.50
872,BRC0165B,Colesterol,mg,0.00
873,BRC0165B,Ácidos graxos saturados,g,0.03
874,BRC0165B,Ácidos graxos monoinsaturados,g,0.02
875,BRC0165B,Ácidos graxos poliinsaturados,g,0.01
876,BRC0165B,Ácidos graxos trans,g,0.00
877,BRC0165B,Cálcio,mg,3.16
878,BRC0165B,Ferro,mg,0.00
879,BRC0165B,Sódio,mg,0.00
880,BRC0165B,Magnésio,mg,1.21
881,BRC0165B,Fósforo,mg,7.76
882,BRC0165B,Potássio,mg,68.10
883,BRC0165B,Manganês,mg,0.01
884,BRC0165B,Zinco,mg,0.06
885,BRC0165B,Cobre,mg,0.05
886,BRC0165B,Selênio,mcg,1.08
887,BRC0165B,Vitamina A (RE),mcg,343.00
888,BRC0165B,Vitamina A (RAE),mcg,171.00
889,BRC0165B,Vitamina D,mcg,0.00
890,BRC0165B,Alfa-tocoferol (Vitamina E),mg,1.50
891,BRC0165B,Tiamina,mg,0.00
892,BRC0165B,Riboflavina,mg,0.00
893,BRC0165B,Niacina,mg,0.00
894,BRC0165B,Vitamina B6,mg,0.05
895,BRC0165B,Vitamina B12,mcg,0.00
896,BRC0165B,Vitamina C,mg,6.84
897,BRC0165B,Equivalente de folato,mcg,5.61
898,BRC0165B,Sal de adição,g,0.00
899,BRC0165B,Açúcar de adição,g,0.00
900,BRC0165B,Gordura de adição,g,0.00
901,BRC0165B,Proteína vegetal,g,1.22
902,BRC0165B,Proteína animal,g,0.00
903,BRC0004B,Energia,kJ,66.00
904,BRC0004B,Energia,kcal,16.00
905,BRC0004B,Umidade,g,94.60
906,BRC0004B,Carboidrato total,g,3.66
907,BRC0004B,Carboidrato disponível,g,1.44
908,BRC0004B,Proteína,g,1.12
909,BRC0004B,Lipídios,g,0.13
910,BRC0004B,Fibra alimentar,g,2.22
911,BRC0004B,Álcool,g,0.00
912,BRC0004B,Cinzas,g,0.46
913,BRC0004B,Colesterol,mg,0.00
914,BRC0004B,Ácidos graxos saturados,g,0.03
915,BRC0004B,Ácidos graxos monoinsaturados,g,0.02
916,BRC0004B,Ácidos graxos poliinsaturados,g,0.01
917,BRC0004B,Ácidos graxos trans,g,0.00
918,BRC0004B,Cálcio,mg,3.05
919,BRC0004B,Ferro,mg,0.00
920,BRC0004B,Sódio,mg,0.00
921,BRC0004B,Magnésio,mg,1.85
922,BRC0004B,Fósforo,mg,7.92
923,BRC0004B,Potássio,mg,124.00
924,BRC0004B,Manganês,mg,0.01
925,BRC0004B,Zinco,mg,0.07
926,BRC0004B,Cobre,mg,0.05
927,BRC0004B,Selênio,mcg,1.10
928,BRC0004B,Vitamina A (RE),mcg,353.00
929,BRC0004B,Vitamina A (RAE),mcg,176.00
930,BRC0004B,Vitamina D,mcg,0.00
931,BRC0004B,Alfa-tocoferol (Vitamina E),mg,1.38
932,BRC0004B,Tiamina,mg,0.00
933,BRC0004B,Riboflavina,mg,0.00
934,BRC0004B,Niacina,mg,0.00
935,BRC0004B,Vitamina B6,mg,0.06
936,BRC0004B,Vitamina B12,mcg,0.00
937,BRC0004B,Vitamina C,mg,9.65
938,BRC0004B,Equivalente de folato,mcg,10.30
939,BRC0004B,Sal de adição,g,0.00
940,BRC0004B,Açúcar de adição,g,0.00
941,BRC0004B,Gordura de adição,g,0.00
942,BRC0004B,Proteína vegetal,g,1.12
943,BRC0004B,Proteína animal,g,0.00
944,BRC0064B,Energia,kJ,126.00
945,BRC0064B,Energia,kcal,30.00
946,BRC0064B,Umidade,g,90.90
947,BRC0064B,Carboidrato total,g,7.87
948,BRC0064B,Carboidrato disponível,g,5.26
949,BRC0064B,Proteína,g,0.64
950,BRC0064B,Lipídios,g,0.14
951,BRC0064B,Fibra alimentar,g,2.61
952,BRC0064B,Álcool,g,0.00
953,BRC0064B,Cinzas,g,0.50
954,BRC0064B,Colesterol,mg,0.00
955,BRC0064B,Ácidos graxos saturados,g,0.03
956,BRC0064B,Ácidos graxos monoinsaturados,g,0.01
957,BRC0064B,Ácidos graxos poliinsaturados,g,0.06
958,BRC0064B,Ácidos graxos trans,g,0.00
959,BRC0064B,Cálcio,mg,18.70
960,BRC0064B,Ferro,mg,0.17
961,BRC0064B,Sódio,mg,0.50
962,BRC0064B,Magnésio,mg,9.39
963,BRC0064B,Fósforo,mg,32.70
964,BRC0064B,Potássio,mg,212.00
965,BRC0064B,Manganês,mg,0.11
966,BRC0064B,Zinco,mg,0.18
967,BRC0064B,Cobre,mg,0.10
968,BRC0064B,Selênio,mcg,1.10
969,BRC0064B,Vitamina A (RE),mcg,353.00
970,BRC0064B,Vitamina A (RAE),mcg,176.00
971,BRC0064B,Vitamina D,mcg,0.00
972,BRC0064B,Alfa-tocoferol (Vitamina E),mg,0.04
973,BRC0064B,Tiamina,mg,0.00
974,BRC0064B,Riboflavina,mg,0.00
975,BRC0064B,Niacina,mg,0.00
976,BRC0064B,Vitamina B6,mg,0.03
977,BRC0064B,Vitamina B12,mcg,0.00
978,BRC0064B,Vitamina C,mg,17.50
979,BRC0064B,Equivalente de folato,mcg,12.20
980,BRC0064B,Sal de adição,g,0.00
981,BRC0064B,Açúcar de adição,g,0.00
982,BRC0064B,Gordura de adição,g,0.00
983,BRC0064B,Proteína vegetal,g,0.64
984,BRC0064B,Proteína animal,g,0.00
985,BRC0228B,Energia,kJ,108.00
986,BRC0228B,Energia,kcal,26.00
987,BRC0228B,Umidade,g,91.50
988,BRC0228B,Carboidrato total,g,6.65
989,BRC0228B,Carboidrato disponível,g,4.15
990,BRC0228B,Proteína,g,0.73
991,BRC0228B,Lipídios,g,0.13
992,BRC0228B,Fibra alimentar,g,2.50
993,BRC0228B,Álcool,g,0.00
994,BRC0228B,Cinzas,g,0.97
995,BRC0228B,Colesterol,mg,0.00
996,BRC0228B,Ácidos graxos saturados,g,0.03
997,BRC0228B,Ácidos graxos monoinsaturados,g,0.02
998,BRC0228B,Ácidos graxos poliinsaturados,g,0.01
999,BRC0228B,Ácidos graxos trans,g,0.00
1000,BRC0228B,Cálcio,mg,9.17
1001,BRC0228B,Ferro,mg,0.23
1002,BRC0228B,Sódio,mg,128.00
1003,BRC0228B,Magnésio,mg,4.84
1004,BRC0228B,Fósforo,mg,30.90
1005,BRC0228B,Potássio,mg,143.00
1006,BRC0228B,Manganês,mg,0.07
1007,BRC0228B,Zinco,mg,0.14
1008,BRC0228B,Cobre,mg,0.09
1009,BRC0228B,Selênio,mcg,1.08
1010,BRC0228B,Vitamina A (RE),mcg,525.00
1011,BRC0228B,Vitamina A (RAE),mcg,262.00
1012,BRC0228B,Vitamina D,mcg,0.00
1013,BRC0228B,Alfa-tocoferol (Vitamina E),mg,1.38
1014,BRC0228B,Tiamina,mg,0.00
1015,BRC0228B,Riboflavina,mg,0.00
1016,BRC0228B,Niacina,mg,0.00
1017,BRC0228B,Vitamina B6,mg,0.04
1018,BRC0228B,Vitamina B12,mcg,0.00
1019,BRC0228B,Vitamina C,mg,1.48
1020,BRC0228B,Equivalente de folato,mcg,7.76
1021,BRC0228B,Sal de adição,g,0.00
1022,BRC0228B,Açúcar de adição,g,0.00
1023,BRC0228B,Gordura de adição,g,0.00
1024,BRC0228B,Proteína vegetal,g,0.00
1025,BRC0228B,Proteína animal,g,0.00
1026,BRC0227B,Energia,kJ,108.00
1027,BRC0227B,Energia,kcal,26.00
1028,BRC0227B,Umidade,g,91.80
1029,BRC0227B,Carboidrato total,g,6.67
1030,BRC0227B,Carboidrato disponível,g,4.17
1031,BRC0227B,Proteína,g,0.73
1032,BRC0227B,Lipídios,g,0.13
1033,BRC0227B,Fibra alimentar,g,2.51
1034,BRC0227B,Álcool,g,0.00
1035,BRC0227B,Cinzas,g,0.65
1036,BRC0227B,Colesterol,mg,0.00
1037,BRC0227B,Ácidos graxos saturados,g,0.03
1038,BRC0227B,Ácidos graxos monoinsaturados,g,0.02
1039,BRC0227B,Ácidos graxos poliinsaturados,g,0.01
1040,BRC0227B,Ácidos graxos trans,g,0.00
1041,BRC0227B,Cálcio,mg,9.12
1042,BRC0227B,Ferro,mg,0.23
1043,BRC0227B,Sódio,mg,0.61
1044,BRC0227B,Magnésio,mg,4.85
1045,BRC0227B,Fósforo,mg,31.00
1046,BRC0227B,Potássio,mg,143.00
1047,BRC0227B,Manganês,mg,0.07
1048,BRC0227B,Zinco,mg,0.14
1049,BRC0227B,Cobre,mg,0.10
1050,BRC0227B,Selênio,mcg,1.08
1051,BRC0227B,Vitamina A (RE),mcg,527.00
1052,BRC0227B,Vitamina A (RAE),mcg,263.00
1053,BRC0227B,Vitamina D,mcg,0.00
1054,BRC0227B,Alfa-tocoferol (Vitamina E),mg,1.38
1055,BRC0227B,Tiamina,mg,0.00
1056,BRC0227B,Riboflavina,mg,0.00
1057,BRC0227B,Niacina,mg,0.00
1058,BRC0227B,Vitamina B6,mg,0.04
1059,BRC0227B,Vitamina B12,mcg,0.00
1060,BRC0227B,Vitamina C,mg,1.48
1061,BRC0227B,Equivalente de folato,mcg,7.79
1062,BRC0227B,Sal de adição,g,0.00
1063,BRC0227B,Açúcar de adição,g,0.00
1064,BRC0227B,Gordura de adição,g,0.00
1065,BRC0227B,Proteína vegetal,g,0.73
1066,BRC0227B,Proteína animal,g,0.00
1067,BRC0005B,Energia,kJ,99.00
1068,BRC0005B,Energia,kcal,24.00
1069,BRC0005B,Umidade,g,92.50
1070,BRC0005B,Carboidrato total,g,6.12
1071,BRC0005B,Carboidrato disponível,g,3.82
1072,BRC0005B,Proteína,g,0.67
1073,BRC0005B,Lipídios,g,0.12
1074,BRC0005B,Fibra alimentar,g,2.30
1075,BRC0005B,Álcool,g,0.00
1076,BRC0005B,Cinzas,g,0.60
1077,BRC0005B,Colesterol,mg,0.00
1078,BRC0005B,Ácidos graxos saturados,g,0.03
1079,BRC0005B,Ácidos graxos monoinsaturados,g,0.02
1080,BRC0005B,Ácidos graxos poliinsaturados,g,0.01
1081,BRC0005B,Ácidos graxos trans,g,0.00
1082,BRC0005B,Cálcio,mg,8.81
1083,BRC0005B,Ferro,mg,0.28
1084,BRC0005B,Sódio,mg,0.75
1085,BRC0005B,Magnésio,mg,7.42
1086,BRC0005B,Fósforo,mg,31.60
1087,BRC0005B,Potássio,mg,263.00
1088,BRC0005B,Manganês,mg,0.07
1089,BRC0005B,Zinco,mg,0.18
1090,BRC0005B,Cobre,mg,0.09
1091,BRC0005B,Selênio,mcg,1.10
1092,BRC0005B,Vitamina A (RE),mcg,537.00
1093,BRC0005B,Vitamina A (RAE),mcg,268.00
1094,BRC0005B,Vitamina D,mcg,0.00
1095,BRC0005B,Alfa-tocoferol (Vitamina E),mg,1.27
1096,BRC0005B,Tiamina,mg,0.00
1097,BRC0005B,Riboflavina,mg,0.00
1098,BRC0005B,Niacina,mg,0.00
1099,BRC0005B,Vitamina B6,mg,0.06
1100,BRC0005B,Vitamina B12,mcg,0.00
1101,BRC0005B,Vitamina C,mg,2.09
1102,BRC0005B,Equivalente de folato,mcg,14.30
1103,BRC0005B,Sal de adição,g,0.00
1104,BRC0005B,Açúcar de adição,g,0.00
1105,BRC0005B,Gordura de adição,g,0.00
1106,BRC0005B,Proteína vegetal,g,0.67
1107,BRC0005B,Proteína animal,g,0.00
1108,BRC0001B,Energia,kJ,92.00
1109,BRC0001B,Energia,kcal,22.00
1110,BRC0001B,Umidade,g,93.20
1111,BRC0001B,Carboidrato total,g,5.03
1112,BRC0001B,Carboidrato disponível,g,3.01
1113,BRC0001B,Proteína,g,1.05
1114,BRC0001B,Lipídios,g,0.18
1115,BRC0001B,Fibra alimentar,g,2.02
1116,BRC0001B,Álcool,g,0.00
1117,BRC0001B,Cinzas,g,0.54
1118,BRC0001B,Colesterol,mg,0.00
1119,BRC0001B,Ácidos graxos saturados,g,0.04
1120,BRC0001B,Ácidos graxos monoinsaturados,g,0.03
1121,BRC0001B,Ácidos graxos poliinsaturados,g,0.02
1122,BRC0001B,Ácidos graxos trans,g,0.00
1123,BRC0001B,Cálcio,mg,9.64
1124,BRC0001B,Ferro,mg,0.22
1125,BRC0001B,Sódio,mg,0.19
1126,BRC0001B,Magnésio,mg,5.55
1127,BRC0001B,Fósforo,mg,19.20
1128,BRC0001B,Potássio,mg,225.00
1129,BRC0001B,Manganês,mg,0.05
1130,BRC0001B,Zinco,mg,0.14
1131,BRC0001B,Cobre,mg,0.05
1132,BRC0001B,Selênio,mcg,1.10
1133,BRC0001B,Vitamina A (RE),mcg,710.00
1134,BRC0001B,Vitamina A (RAE),mcg,355.00
1135,BRC0001B,Vitamina D,mcg,0.00
1136,BRC0001B,Alfa-tocoferol (Vitamina E),mg,1.91
1137,BRC0001B,Tiamina,mg,0.00
1138,BRC0001B,Riboflavina,mg,0.00
1139,BRC0001B,Niacina,mg,0.00
1140,BRC0001B,Vitamina B6,mg,0.07
1141,BRC0001B,Vitamina B12,mcg,0.00
1142,BRC0001B,Vitamina C,mg,4.58
1143,BRC0001B,Equivalente de folato,mcg,13.00
1144,BRC0001B,Sal de adição,g,0.00
1145,BRC0001B,Açúcar de adição,g,0.00
1146,BRC0001B,Gordura de adição,g,0.00
1147,BRC0001B,Proteína vegetal,g,1.05
1148,BRC0001B,Proteína animal,g,0.00
1149,BRC0725B,Energia,kJ,367.00
1150,BRC0725B,Energia,kcal,88.00
1151,BRC0725B,Umidade,g,81.30
1152,BRC0725B,Carboidrato total,g,4.36
1153,BRC0725B,Carboidrato disponível,g,2.86
1154,BRC0725B,Proteína,g,8.74
1155,BRC0725B,Lipídios,g,4.26
1156,BRC0725B,Fibra alimentar,g,1.50
1157,BRC0725B,Álcool,g,0.00
1158,BRC0725B,Cinzas,g,1.32
1159,BRC0725B,Colesterol,mg,21.70
1160,BRC0725B,Ácidos graxos saturados,g,1.41
1161,BRC0725B,Ácidos graxos monoinsaturados,g,1.38
1162,BRC0725B,Ácidos graxos poliinsaturados,g,1.30
1163,BRC0725B,Ácidos graxos trans,g,0.06
1164,BRC0725B,Cálcio,mg,15.40
1165,BRC0725B,Ferro,mg,0.89
1166,BRC0725B,Sódio,mg,155.00
1167,BRC0725B,Magnésio,mg,23.70
1168,BRC0725B,Fósforo,mg,90.20
1169,BRC0725B,Potássio,mg,336.00
1170,BRC0725B,Manganês,mg,0.09
1171,BRC0725B,Zinco,mg,2.42
1172,BRC0725B,Cobre,mg,0.09
1173,BRC0725B,Selênio,mcg,1.46
1174,BRC0725B,Vitamina A (RE),mcg,51.80
1175,BRC0725B,Vitamina A (RAE),mcg,26.30
1176,BRC0725B,Vitamina D,mcg,0.03
1177,BRC0725B,Alfa-tocoferol (Vitamina E),mg,0.35
1178,BRC0725B,Tiamina,mg,0.05
1179,BRC0725B,Riboflavina,mg,0.11
1180,BRC0725B,Niacina,mg,1.17
1181,BRC0725B,Vitamina B6,mg,0.04
1182,BRC0725B,Vitamina B12,mcg,0.99
1183,BRC0725B,Vitamina C,mg,6.55
1184,BRC0725B,Equivalente de folato,mcg,19.20
1185,BRC0725B,Sal de adição,g,0.47
