id,food_code,description,weight_g
3968,BRC0598A,Escumadeira cheia,110.00
3969,BRC0598A,Escumadeira rasa,90.00
3970,BRC0599A,Colher servir cheia,50.00
3971,BRC0599A,Escumadeira cheia,110.00
3972,BRC0599A,Escumadeira rasa,90.00
3973,BRC0961A,Colher servir cheia,50.00
3974,BRC0961A,Colher servir rasa,25.00
3975,BRC0961A,Escumadeira cheia,110.00
3976,BRC0961A,Escumadeira rasa,90.00
3977,BRC1037A,Colher servir cheia,50.00
3978,BRC1037A,Colher servir rasa,25.00
3979,BRC1037A,Escumadeira cheia,110.00
3980,BRC1037A,Escumadeira rasa,90.00
3981,BRC1092A,Colher servir cheia,50.00
3982,BRC1092A,Escumadeira cheia,110.00
3983,BRC1092A,Escumadeira rasa,90.00
3984,BRC1093A,Colher servir cheia,50.00
3985,BRC1093A,Escumadeira cheia,110.00
3986,BRC1093A,Escumadeira rasa,90.00
3987,BRC1100A,Colher servir cheia,50.00
3988,BRC1100A,Escumadeira cheia,110.00
3989,BRC1100A,Escumadeira rasa,90.00
3990,BRC1101A,Colher servir cheia,50.00
3991,BRC1101A,Escumadeira cheia,110.00
3992,BRC1101A,Escumadeira rasa,90.00
3993,BRC1096A,Colher servir cheia,50.00
3994,BRC1096A,Escumadeira cheia,110.00
3995,BRC1096A,Escumadeira rasa,90.00
3996,BRC1143A,Colher servir cheia,50.00
3997,BRC1143A,Escumadeira cheia,110.00
3998,BRC1143A,Escumadeira rasa,90.00
3999,BRC1144A,Colher servir cheia,50.00
4000,BRC1144A,Escumadeira cheia,110.00
4001,BRC1144A,Escumadeira rasa,90.00
4002,BRC1097A,Colher servir cheia,50.00
4003,BRC1097A,Escumadeira cheia,110.00
4004,BRC1097A,Escumadeira rasa,90.00
4005,BRC1038A,Colher servir cheia,50.00
4006,BRC1038A,Colher servir rasa,25.00
4007,BRC1038A,Escumadeira cheia,110.00
4008,BRC1038A,Escumadeira rasa,90.00
4009,BRC1039A,Colher servir cheia,50.00
4010,BRC1039A,Colher servir rasa,25.00
4011,BRC1039A,Escumadeira cheia,110.00
4012,BRC1039A,Escumadeira cheia,110.00
4013,BRC1039A,Escumadeira rasa,90.00
4014,BRC0604A,Colher servir cheia,50.00
4015,BRC0604A,Escumadeira cheia,110.00
4016,BRC0604A,Escumadeira rasa,90.00
4017,BRC0605A,Colher servir cheia,50.00
4018,BRC0605A,Escumadeira cheia,110.00
4019,BRC0605A,Escumadeira rasa,90.00
4020,BRC0853A,Pedaço/ Unidade/ Fatia (M),100.00
4021,BRC0854A,Pedaço/ Unidade/ Fatia (M),100.00
4022,BRC0965A,Colher servir cheia,50.00
4023,BRC0965A,Colher servir rasa,25.00
4024,BRC0965A,Escumadeira cheia,110.00
4025,BRC0965A,Escumadeira rasa,90.00
4026,BRC0966A,Colher servir cheia,50.00
4027,BRC0966A,Colher servir rasa,25.00
4028,BRC0966A,Escumadeira cheia,110.00
4029,BRC0966A,Escumadeira rasa,90.00
4030,BRC0609A,Colher servir cheia,50.00
4031,BRC0609A,Escumadeira cheia,110.00
4032,BRC0609A,Escumadeira rasa,90.00
4033,BRC0609A,Prato fundo,200.00
4034,BRC0608A,Colher servir cheia,50.00
4035,BRC0608A,Escumadeira cheia,110.00
4036,BRC0608A,Escumadeira rasa,90.00
4037,BRC0613A,Colher servir cheia,50.00
4038,BRC0613A,Escumadeira cheia,110.00
4039,BRC0613A,Escumadeira rasa,90.00
4040,BRC0612A,Colher servir cheia,50.00
4041,BRC0612A,Escumadeira cheia,110.00
4042,BRC0612A,Escumadeira rasa,90.00
4043,BRC0612A,Prato fundo,200.00
4044,BRC0214A,Colher servir cheia,50.00
4045,BRC0214A,Escumadeira cheia,110.00
4046,BRC0214A,Escumadeira rasa,90.00
4047,BRC0216A,Colher servir cheia,50.00
4048,BRC0216A,Escumadeira cheia,110.00
4049,BRC0216A,Escumadeira rasa,90.00
4050,BRC0215A,Colher servir cheia,50.00
4051,BRC0215A,Escumadeira cheia,110.00
4052,BRC0215A,Escumadeira rasa,90.00
4053,BRC0220A,Colher servir cheia,50.00
4054,BRC0220A,Escumadeira cheia,110.00
4055,BRC0220A,Escumadeira rasa,90.00
4056,BRC0219A,Colher servir cheia,50.00
4057,BRC0219A,Escumadeira cheia,110.00
4058,BRC0219A,Escumadeira rasa,90.00
4059,BRC0218A,Colher servir cheia,50.00
4060,BRC0218A,Escumadeira cheia,110.00
4061,BRC0218A,Escumadeira rasa,90.00
4062,BRC0218A,Prato fundo,200.00
4063,BRC0217A,Colher servir cheia,50.00
4064,BRC0217A,Escumadeira cheia,110.00
4065,BRC0217A,Escumadeira rasa,90.00
4066,BRC0217A,Prato fundo,200.00
4067,BRC0421A,Colher servir cheia,50.00
4068,BRC0421A,Escumadeira cheia,110.00
4069,BRC0421A,Escumadeira rasa,90.00
4070,BRC0421A,Prato fundo,200.00
4071,BRC0119A,Colher servir cheia,40.00
4072,BRC0601A,Colher servir cheia,50.00
4073,BRC0601A,Escumadeira cheia,110.00
4074,BRC0601A,Escumadeira rasa,90.00
4075,BRC0600A,Colher servir cheia,50.00
4076,BRC0600A,Escumadeira cheia,110.00
4077,BRC0600A,Escumadeira rasa,90.00
4078,BRC0855A,Pedaço/ Unidade/ Fatia (M),100.00
4079,BRC0856A,Pedaço/ Unidade/ Fatia (M),100.00
4080,BRC1040A,Colher servir cheia,50.00
4081,BRC1040A,Colher servir rasa,25.00
4082,BRC1040A,Escumadeira cheia,110.00
4083,BRC1040A,Escumadeira rasa,90.00
4084,BRC1041A,Colher servir cheia,50.00
4085,BRC1041A,Colher servir rasa,25.00
4086,BRC1041A,Escumadeira cheia,110.00
4087,BRC1041A,Escumadeira rasa,90.00
4088,BRC1042A,Colher servir cheia,50.00
4089,BRC1042A,Colher servir rasa,25.00
4090,BRC1042A,Escumadeira cheia,110.00
4091,BRC1042A,Escumadeira rasa,90.00
4092,BRC1043A,Colher servir cheia,50.00
4093,BRC1043A,Colher servir rasa,25.00
4094,BRC1043A,Escumadeira cheia,110.00
4095,BRC1043A,Escumadeira rasa,90.00
4096,BRC0597A,Colher servir cheia,50.00
4097,BRC0597A,Escumadeira cheia,110.00
4098,BRC0597A,Escumadeira rasa,90.00
4099,BRC0884A,Colher servir cheia,50.00
4100,BRC0884A,Escumadeira cheia,110.00
4101,BRC0884A,Escumadeira rasa,90.00
4102,BRC0884A,Prato fundo,200.00
4103,BRC0239A,Colher servir cheia,50.00
4104,BRC0239A,Escumadeira cheia,110.00
4105,BRC0239A,Escumadeira rasa,90.00
4106,BRC0239A,Prato fundo,200.00
4107,BRC0239A,Prato raso,280.00
4108,BRC0231A,Colher servir cheia,50.00
4109,BRC0231A,Escumadeira cheia,110.00
4110,BRC0231A,Escumadeira rasa,90.00
4111,BRC0231A,Prato fundo,200.00
4112,BRC0231A,Prato raso,280.00
4113,BRC0230A,Colher servir cheia,50.00
4114,BRC0230A,Escumadeira cheia,110.00
4115,BRC0230A,Escumadeira rasa,90.00
4116,BRC0230A,Prato fundo,200.00
4117,BRC0230A,Prato raso,280.00
4118,BRC0606A,Colher servir cheia,50.00
4119,BRC0606A,Escumadeira cheia,110.00
4120,BRC0606A,Escumadeira rasa,90.00
4121,BRC0607A,Colher servir cheia,50.00
4122,BRC0607A,Escumadeira cheia,110.00
4123,BRC0607A,Escumadeira rasa,90.00
4124,BRC0233A,Colher servir cheia,50.00
4125,BRC0233A,Escumadeira cheia,110.00
4126,BRC0233A,Escumadeira rasa,90.00
4127,BRC0233A,Prato fundo,200.00
4128,BRC0233A,Prato raso,280.00
4129,BRC0232A,Colher servir cheia,50.00
4130,BRC0232A,Escumadeira cheia,110.00
4131,BRC0232A,Escumadeira rasa,90.00
4132,BRC0232A,Prato fundo,200.00
4133,BRC0232A,Prato raso,280.00
4134,BRC0237A,Colher servir cheia,50.00
4135,BRC0237A,Escumadeira cheia,110.00
4136,BRC0237A,Escumadeira rasa,90.00
4137,BRC0237A,Prato fundo,200.00
4138,BRC0237A,Prato raso,280.00
4139,BRC0236A,Colher servir cheia,50.00
4140,BRC0236A,Escumadeira cheia,110.00
4141,BRC0236A,Escumadeira rasa,90.00
4142,BRC0236A,Prato fundo,200.00
4143,BRC0236A,Prato raso,280.00
4144,BRC0611A,Colher servir cheia,50.00
4145,BRC0611A,Escumadeira cheia,110.00
4146,BRC0611A,Escumadeira rasa,90.00
4147,BRC0610A,Colher servir cheia,50.00
4148,BRC0610A,Escumadeira cheia,110.00
4149,BRC0610A,Escumadeira rasa,90.00
4150,BRC0615A,Colher servir cheia,50.00
4151,BRC0615A,Escumadeira cheia,110.00
4152,BRC0614A,Colher servir cheia,50.00
4153,BRC0614A,Escumadeira cheia,110.00
4154,BRC0614A,Escumadeira rasa,90.00
4155,BRC0235A,Colher servir cheia,50.00
4156,BRC0235A,Escumadeira cheia,110.00
4157,BRC0235A,Escumadeira rasa,90.00
4158,BRC0235A,Prato fundo,200.00
4159,BRC0235A,Prato raso,280.00
4160,BRC0234A,Colher servir cheia,50.00
4161,BRC0234A,Escumadeira cheia,110.00
4162,BRC0234A,Escumadeira rasa,90.00
4163,BRC0234A,Prato fundo,200.00
4164,BRC0234A,Prato raso,280.00
4165,BRC0603A,Colher servir cheia,50.00
4166,BRC0603A,Escumadeira cheia,110.00
4167,BRC0603A,Escumadeira rasa,90.00
4168,BRC0602A,Colher servir cheia,50.00
4169,BRC0602A,Escumadeira cheia,110.00
4170,BRC0602A,Escumadeira rasa,90.00
4171,BRC0835A,Pedaço/ Unidade/ Fatia (M),100.00
4172,BRC0229A,Colher servir cheia,50.00
4173,BRC0229A,Escumadeira cheia,110.00
4174,BRC0229A,Escumadeira rasa,90.00
4175,BRC0229A,Prato fundo,200.00
4176,BRC0229A,Prato raso,280.00
4177,BRC0228A,Colher servir cheia,40.00
4178,BRC0195A,Colher servir cheia,50.00
4179,BRC0195A,Escumadeira cheia,110.00
4180,BRC0195A,Escumadeira rasa,90.00
4181,BRC1046A,Colher servir cheia,50.00
4182,BRC1046A,Colher servir rasa,25.00
4183,BRC1046A,Escumadeira cheia,110.00
4184,BRC1046A,Escumadeira rasa,90.00
4185,BRC0081C,Pedaço/ Unidade/ Fatia (M),45.00
4186,BRC0873B,Colher servir cheia,60.00
4187,BRC0873B,Colher servir rasa,40.00
4188,BRC0056D,Colher café cheia,6.00
4189,BRC0056D,Colher chá rasa,3.00
4190,BRC0056D,Colher servir cheia,50.00
4191,BRC0056D,Colher servir rasa,35.00
4192,BRC0056D,Colher sobremesa cheia,17.00
4193,BRC0056D,Colher sobremesa rasa,12.00
4194,BRC0056D,Colher sopa cheia,27.00
4195,BRC0056D,Colher sopa rasa,17.00
4196,BRC0058D,Colher sopa rasa,17.00
4197,BRC0138N,Colher café cheia,6.00
4198,BRC0138N,Colher chá rasa,3.00
4199,BRC0138N,Colher servir cheia,50.00
4200,BRC0138N,Colher servir rasa,35.00
4201,BRC0138N,Colher sobremesa cheia,17.00
4202,BRC0138N,Colher sobremesa rasa,12.00
4203,BRC0138N,Colher sopa cheia,27.00
4204,BRC0138N,Colher sopa rasa,17.00
4205,BRC0031D,Colher chá cheia,6.00
4206,BRC0031D,Colher chá rasa,3.00
4207,BRC0031D,Colher servir cheia,50.00
4208,BRC0031D,Colher servir rasa,35.00
4209,BRC0031D,Colher sobremesa cheia,17.00
4210,BRC0031D,Colher sobremesa rasa,12.00
4211,BRC0031D,Colher sopa cheia,27.00
4212,BRC0031D,Colher sopa rasa,17.00
4213,BRC0098C,Colher café rasa,12.00
4214,BRC0098C,Colher sobremesa cheia,20.00
4215,BRC0098C,Colher sopa cheia,40.00
4216,BRC0045C,Pedaço/ Unidade/ Fatia (M),170.00
4217,BRC0044C,Pedaço/ Unidade/ Fatia (M),310.00
4218,BRC0024C,Pedaço/ Unidade/ Fatia (M),170.00
4219,BRC0099C,Colher café rasa,12.00
4220,BRC0099C,Colher sobremesa cheia,20.00
4221,BRC0099C,Colher sopa cheia,40.00
4222,BRC0090B,Colher sopa cheia,35.00
4223,BRC0909B,Pedaço/ Unidade/ Fatia (M),70.00
4224,BRC0091B,Colher sopa cheia,25.00
4225,BRC0091B,Pedaço/ Unidade/ Fatia (M),70.00
4226,BRC0361B,Colher sopa cheia,37.00
4227,BRC0361B,Colher sopa rasa,22.00
4228,BRC0360B,Colher sopa cheia,37.00
4229,BRC0360B,Colher sopa rasa,22.00
4230,BRC0311B,Colher sopa cheia,40.00
4231,BRC0310B,Colher sopa cheia,40.00
4232,BRC0309B,Colher sopa cheia,37.00
4233,BRC0309B,Colher sopa rasa,22.00
4234,BRC0308B,Colher sopa cheia,37.00
4235,BRC0308B,Colher sopa rasa,22.00
4236,BRC0908B,Colher servir cheia,60.00
4237,BRC0908B,Colher servir rasa,40.00
4238,BRC0053B,Colher sopa cheia,37.00
4239,BRC0053B,Colher sopa rasa,22.00
4240,BRC0870B,Colher servir cheia,60.00
4241,BRC0870B,Colher servir rasa,40.00
4242,BRC0871B,Colher servir cheia,60.00
4243,BRC0871B,Colher servir rasa,40.00
4244,BRC0872B,Colher servir cheia,60.00
4245,BRC0872B,Colher servir rasa,40.00
4246,BRC0307B,Colher sopa cheia,37.00
4247,BRC0307B,Colher sopa rasa,22.00
4248,BRC0306B,Colher sopa cheia,37.00
4249,BRC0306B,Colher sopa rasa,22.00
4250,BRC0027B,Colher sopa cheia,35.00
4251,BRC0898B,Colher sopa cheia,20.00
4252,BRC0087B,Colher sopa cheia,25.00
4253,BRC0092B,Colher sopa cheia,25.00
4254,BRC0089B,Colher sopa cheia,25.00
4255,BRC0046C,Colher sopa cheia,23.00
4256,BRC0046C,Unidade média,220.00
4257,BRC0047C,Colher sopa cheia,23.00
4258,BRC0047C,Unidade média,220.00
4259,BRC0025C,Colher sopa cheia,23.00
4260,BRC0025C,Unidade média,220.00
4261,BRC0048C,Colher sopa cheia,23.00
4262,BRC0048C,Unidade média,220.00
4263,BRC1208B,Colher sopa cheia,23.00
4264,BRC0289C,Porção média,50.00
4265,BRC0960B,Pedaço/ Unidade/ Fatia (M),120.00
4266,BRC0130B,Pedaço/ Unidade/ Fatia (M),120.00
4267,BRC0088K,Colher servir cheia,60.00
4268,BRC0086R,Colher sopa rasa,16.00
4269,BRC0075B,Colher sopa cheia,6.00
4270,BRC0075B,Colher sopa rasa,4.00
4271,BRC1198B,Colher sopa rasa,6.00
4272,BRC1197B,Colher servir rasa,6.00
4273,BRC0004D,Colher chá cheia,8.00
4274,BRC0004D,Colher chá rasa,4.00
4275,BRC0004D,Colher sobremesa cheia,23.00
4276,BRC0004D,Colher sobremesa rasa,13.00
4277,BRC0004D,Colher sopa cheia,32.00
4278,BRC0004D,Colher sopa rasa,19.00
4279,BRC0150G,Colher chá cheia,8.00
4280,BRC0150G,Colher chá rasa,4.00
4281,BRC0150G,Colher sobremesa cheia,23.00
4282,BRC0150G,Colher sobremesa rasa,13.00
4283,BRC0150G,Colher sopa cheia,32.00
4284,BRC0150G,Colher sopa rasa,19.00
4285,BRC0014D,Colher chá cheia,8.00
4286,BRC0014D,Colher chá rasa,4.00
4287,BRC0014D,Colher sobremesa cheia,23.00
4288,BRC0014D,Colher sobremesa rasa,13.00
4289,BRC0014D,Colher sopa cheia,32.00
4290,BRC0014D,Colher sopa rasa,19.00
4291,BRC0015D,Colher chá cheia,8.00
4292,BRC0015D,Colher chá rasa,4.00
4293,BRC0015D,Colher sobremesa cheia,23.00
4294,BRC0015D,Colher sobremesa rasa,13.00
4295,BRC0015D,Colher sopa cheia,32.00
4296,BRC0015D,Colher sopa rasa,19.00
4297,BRC0007D,Colher chá cheia,8.00
4298,BRC0007D,Colher chá rasa,4.00
4299,BRC0007D,Colher sobremesa cheia,23.00
4300,BRC0007D,Colher sobremesa rasa,13.00
4301,BRC0007D,Colher sopa cheia,32.00
4302,BRC0007D,Colher sopa rasa,19.00
4303,BRC0018D,Colher sopa rasa,19.00
4304,BRC0005D,Colher chá cheia,8.00
4305,BRC0005D,Colher chá rasa,4.00
4306,BRC0005D,Colher sobremesa cheia,23.00
4307,BRC0005D,Colher sobremesa rasa,13.00
4308,BRC0005D,Colher sopa cheia,32.00
4309,BRC0005D,Colher sopa rasa,19.00
4310,BRC0006D,Colher chá cheia,8.00
4311,BRC0006D,Colher chá rasa,4.00
4312,BRC0006D,Colher sobremesa cheia,23.00
4313,BRC0006D,Colher sobremesa rasa,13.00
4314,BRC0006D,Colher sopa cheia,32.00
4315,BRC0006D,Colher sopa rasa,19.00
4316,BRC0026C,Pedaço/ Unidade/ Fatia (M),45.00
4317,BRC0082C,Pedaço/ Unidade/ Fatia (M),100.00
4318,BRC0083C,Copo americano duplo,240.00
4319,BRC0083C,Copo americano pequeno,165.00
4320,BRC0008D,Colher chá cheia,8.00
4321,BRC0008D,Colher chá rasa,4.00
4322,BRC0008D,Colher sobremesa cheia,23.00
4323,BRC0008D,Colher sobremesa rasa,13.00
4324,BRC0008D,Colher sopa cheia,32.00
4325,BRC0008D,Colher sopa rasa,19.00
4326,BRC0016D,Colher chá cheia,8.00
4327,BRC0016D,Colher chá rasa,4.00
4328,BRC0016D,Colher sobremesa cheia,23.00
4329,BRC0016D,Colher sobremesa rasa,13.00
4330,BRC0016D,Colher sopa cheia,32.00
4331,BRC0016D,Colher sopa rasa,19.00
4332,BRC0017D,Colher chá cheia,8.00
4333,BRC0017D,Colher chá rasa,4.00
4334,BRC0017D,Colher sobremesa cheia,23.00
4335,BRC0017D,Colher sobremesa rasa,13.00
4336,BRC0017D,Colher sopa cheia,32.00
4337,BRC0017D,Colher sopa rasa,19.00
4338,BRC0010D,Colher chá cheia,8.00
4339,BRC0010D,Colher chá rasa,4.00
4340,BRC0010D,Colher sobremesa cheia,23.00
4341,BRC0010D,Colher sobremesa rasa,13.00
4342,BRC0010D,Colher sopa cheia,32.00
4343,BRC0010D,Colher sopa rasa,19.00
4344,BRC0011D,Colher chá cheia,8.00
4345,BRC0011D,Colher chá rasa,4.00
4346,BRC0011D,Colher sobremesa cheia,23.00
4347,BRC0011D,Colher sobremesa rasa,13.00
4348,BRC0011D,Colher sopa cheia,32.00
4349,BRC0011D,Colher sopa rasa,19.00
4350,BRC0012D,Colher chá cheia,8.00
4351,BRC0012D,Colher chá rasa,4.00
4352,BRC0012D,Colher sobremesa cheia,23.00
4353,BRC0012D,Colher sobremesa rasa,13.00
4354,BRC0012D,Colher sopa cheia,32.00
4355,BRC0012D,Colher sopa rasa,19.00
4356,BRC0013D,Colher chá cheia,8.00
4357,BRC0013D,Colher chá rasa,4.00
4358,BRC0013D,Colher sobremesa cheia,23.00
4359,BRC0013D,Colher sobremesa rasa,13.00
4360,BRC0013D,Colher sopa cheia,32.00
4361,BRC0013D,Colher sopa rasa,19.00
4362,BRC0009D,Colher chá cheia,8.00
4363,BRC0009D,Colher chá rasa,4.00
4364,BRC0009D,Colher sobremesa cheia,23.00
4365,BRC0009D,Colher sobremesa rasa,13.00
4366,BRC0009D,Colher sopa cheia,32.00
4367,BRC0009D,Colher sopa rasa,19.00
4368,BRC0061K,Pedaço/ Unidade/ Fatia (M),100.00
4369,BRC0031R,Colher sopa rasa,14.00
4370,BRC0032R,Colher sopa rasa,14.00
4371,BRC0033R,Colher sopa rasa,14.00
4372,BRC0026K,Pedaço/ Unidade/ Fatia (M),50.00
4373,BRC0034R,Colher sopa rasa,14.00
4374,BRC0035R,Colher sopa rasa,14.00
4375,BRC0025K,Pedaço/ Unidade/ Fatia (M),50.00
4376,BRC0036R,Colher sopa rasa,14.00
4377,BRC0037R,Colher sopa rasa,14.00
4378,BRC0038R,Colher sopa rasa,14.00
4379,BRC0039R,Colher sopa rasa,14.00
4380,BRC0040R,Colher sopa rasa,14.00
4381,BRC0334E,Colher servir cheia,45.00
4382,BRC0334E,Colher servir cheia,60.00
4383,BRC0335E,Colher servir cheia,45.00
4384,BRC0335E,Colher servir cheia,60.00
4385,BRC0027K,Colher sobremesa cheia,35.00
4386,BRC0027K,Colher sobremesa rasa,20.00
4387,BRC0027K,Colher sopa cheia,50.00
4388,BRC0027K,Colher sopa rasa,30.00
4389,BRC0027K,Pedaço/ Unidade/ Fatia (M),40.00
4390,BRC0110K,Colher servir cheia,65.00
4391,BRC0110K,Colher servir rasa,50.00
4392,BRC0104K,Colher sopa cheia,25.00
4393,BRC0111K,Pedaço/ Unidade/ Fatia (M),30.00
4394,BRC0233K,Porção média,50.00
4395,BRC0706N,Porção média,50.00
4396,BRC0091N,Pedaço/ Unidade/ Fatia (M),45.00
4397,BRC0803A,Porção média,50.00
4398,BRC0649A,Porção média,45.00
4399,BRC0577A,Porção média,50.00
4400,BRC0705A,Porção média,50.00
4401,BRC0122A,Colher servir cheia,40.00
4402,BRC0121A,Colher servir cheia,40.00
4403,BRC0123A,Colher servir cheia,40.00
4404,BRC0815A,Porção média,60.00
4405,BRC1230A,Porção média,80.00
4406,BRC1066A,Porção média,60.00
4407,BRC0247T,Fatia média,60.00
4408,BRC1213A,Porção média,50.00
4409,BRC0250B,Colher servir cheia,75.00
4410,BRC0250B,Colher servir rasa,55.00
4411,BRC0250B,Colher sopa cheia,40.00
4412,BRC0250B,Colher sopa rasa,25.00
4413,BRC0249B,Colher servir cheia,75.00
4414,BRC0249B,Colher servir rasa,55.00
4415,BRC0249B,Colher sopa cheia,40.00
4416,BRC0249B,Colher sopa rasa,25.00
4417,BRC0248B,Colher servir cheia,75.00
4418,BRC0248B,Colher servir rasa,55.00
4419,BRC0248B,Colher sopa cheia,40.00
4420,BRC0248B,Colher sopa rasa,25.00
4421,BRC0247B,Colher servir cheia,75.00
4422,BRC0247B,Colher servir rasa,55.00
4423,BRC0247B,Colher sopa cheia,40.00
4424,BRC0247B,Colher sopa rasa,25.00
4425,BRC0252B,Colher servir cheia,75.00
4426,BRC0252B,Colher servir rasa,55.00
4427,BRC0252B,Colher sopa cheia,40.00
4428,BRC0252B,Colher sopa rasa,25.00
4429,BRC0251B,Colher servir cheia,75.00
4430,BRC0251B,Colher servir rasa,55.00
4431,BRC0251B,Colher sopa cheia,40.00
4432,BRC0251B,Colher sopa rasa,25.00
4433,BRC0029B,Colher sopa cheia,25.00
4434,BRC0028K,Colher café rasa,2.00
4435,BRC0028K,Colher chá rasa,3.00
4436,BRC0028K,Colher sobremesa rasa,9.00
4437,BRC0028K,Colher sopa rasa,15.00
4438,BRC0029K,Colher café rasa,2.00
4439,BRC0029K,Colher chá rasa,3.00
4440,BRC0029K,Colher sobremesa rasa,10.00
4441,BRC0029K,Colher sopa rasa,16.00
4442,BRC0027C,Pedaço/ Unidade/ Fatia (M),200.00
4443,BRC0028C,Pedaço/ Unidade/ Fatia (M),90.00
4444,BRC0065C,Pedaço/ Unidade/ Fatia (M),135.00
4445,BRC0066C,Pedaço/ Unidade/ Fatia (M),135.00
4446,BRC0332E,Colher servir cheia,45.00
4447,BRC0332E,Colher servir cheia,60.00
4448,BRC0333E,Colher servir cheia,45.00
4449,BRC0333E,Colher servir cheia,60.00
4450,BRC0311E,Colher servir cheia,45.00
4451,BRC0311E,Colher servir cheia,60.00
4452,BRC0312E,Colher servir cheia,45.00
4453,BRC0312E,Colher servir cheia,60.00
4454,BRC0787A,Colher sobremesa cheia,17.00
4455,BRC0787A,Colher sobremesa rasa,11.00
4456,BRC0787A,Colher sopa cheia,24.00
4457,BRC0787A,Colher sopa rasa,14.00
4458,BRC0124A,Colher sopa cheia,20.00
4459,BRC0124A,Colher sopa rasa,12.00
4460,BRC0793A,Colher sopa rasa,12.00
4461,BRC0793A,Colher sopa rasa,20.00
4462,BRC0140A,Colher servir rasa,55.00
4463,BRC0140A,Colher sobremesa rasa,27.00
4464,BRC0140A,Colher sopa rasa,37.00
4465,BRC0140A,Copo americano duplo,230.00
4466,BRC0079R,Colher sopa rasa,16.00
4467,BRC0903B,Pedaço/ Unidade/ Fatia (M),70.00
4468,BRC0902B,Pedaço/ Unidade/ Fatia (M),70.00
4469,BRC0408A,Colher chá cheia,5.00
4470,BRC0408A,Colher sobremesa cheia,10.00
4471,BRC0408A,Colher sobremesa rasa,8.00
4472,BRC0408A,Colher sopa cheia,16.00
4473,BRC0128A,Colher chá cheia,5.00
4474,BRC0128A,Colher sobremesa cheia,10.00
4475,BRC0128A,Colher sobremesa rasa,8.00
4476,BRC0128A,Colher sopa cheia,16.00
4477,BRC0128A,Colher sopa rasa,12.00
4478,BRC0468A,Porção média,60.00
4479,BRC0127A,Pedaço/ Unidade/ Fatia (M),15.00
4480,BRC0005A,Colher sopa cheia,15.00
4481,BRC0055N,Colher sopa cheia,5.00
4482,BRC0055N,Escumadeira rasa,15.00
4483,BRC0055N,Xícara chá,25.00
4484,BRC0206A,Colher sopa cheia,15.00
4485,BRC0133A,Colher sopa cheia,15.00
4486,BRC0031N,Colher sopa cheia,15.00
4487,BRC0054N,Colher sopa cheia,15.00
4488,BRC0134A,Colher sopa cheia,15.00
4489,BRC0135A,Colher sopa cheia,15.00
4490,BRC0136A,Colher sopa cheia,15.00
4491,BRC0832A,Pedaço/ Unidade/ Fatia (M),100.00
4492,BRC0129A,Colher sopa cheia,5.00
4493,BRC0129A,Escumadeira rasa,15.00
4494,BRC0129A,Xícara chá,25.00
4495,BRC0143A,Colher servir cheia,40.00
4496,BRC0143A,Colher servir rasa,20.00
4497,BRC0143A,Colher sopa cheia,30.00
4498,BRC0143A,Concha cheia,165.00
4499,BRC0143A,Concha rasa,140.00
4500,BRC0143A,Pedaço/ Unidade/ Fatia (M),100.00
4501,BRC0143A,Prato fundo,500.00
4502,BRC0143A,Prato raso,300.00
4503,BRC0179A,Colher sobremesa cheia,17.00
4504,BRC0179A,Colher sobremesa rasa,11.00
4505,BRC0179A,Colher sopa cheia,24.00
4506,BRC0179A,Colher sopa rasa,14.00
4507,BRC0178A,Colher sobremesa cheia,17.00
4508,BRC0178A,Colher sobremesa rasa,11.00
4509,BRC0178A,Colher sopa cheia,24.00
4510,BRC0178A,Colher sopa rasa,14.00
4511,BRC0181A,Colher sopa cheia,24.00
4512,BRC0180A,Colher sobremesa cheia,17.00
4513,BRC0180A,Colher sobremesa rasa,11.00
4514,BRC0180A,Colher sopa cheia,24.00
4515,BRC0180A,Colher sopa rasa,14.00
4516,BRC0138A,Colher sobremesa cheia,17.00
4517,BRC0138A,Colher sobremesa rasa,11.00
4518,BRC0138A,Colher sopa cheia,24.00
4519,BRC0138A,Colher sopa rasa,14.00
4520,BRC0175A,Colher sobremesa cheia,17.00
4521,BRC0175A,Colher sobremesa rasa,11.00
4522,BRC0175A,Colher sopa cheia,24.00
4523,BRC0175A,Colher sopa rasa,14.00
4524,BRC0174A,Colher sobremesa cheia,17.00
4525,BRC0174A,Colher sobremesa rasa,11.00
4526,BRC0174A,Colher sopa cheia,24.00
4527,BRC0174A,Colher sopa rasa,14.00
4528,BRC0177A,Colher sobremesa cheia,17.00
4529,BRC0177A,Colher sobremesa rasa,11.00
4530,BRC0177A,Colher sopa cheia,24.00
4531,BRC0177A,Colher sopa rasa,14.00
4532,BRC0176A,Colher sobremesa cheia,17.00
4533,BRC0176A,Colher sobremesa rasa,11.00
4534,BRC0176A,Colher sopa cheia,24.00
4535,BRC0176A,Colher sopa rasa,14.00
4536,BRC0006A,Colher sopa cheia,15.00
4537,BRC0007A,Colher sobremesa cheia,17.00
4538,BRC0007A,Colher sobremesa rasa,11.00
4539,BRC0007A,Colher sopa cheia,24.00
4540,BRC0007A,Colher sopa rasa,14.00
4541,BRC0183A,Colher sobremesa cheia,17.00
4542,BRC0183A,Colher sobremesa rasa,11.00
4543,BRC0183A,Colher sopa cheia,24.00
4544,BRC0183A,Colher sopa rasa,14.00
